x	y
21.5748	788.9843242
21.5892	788.7805451
21.6024	788.6035693
21.6168	788.4240816
21.6312	788.2587263
21.6456	788.1024843
21.66	787.9524241
21.6744	787.8120122
21.6888	787.6804146
21.7032	787.5577694
21.7176	787.4466987
21.7308	787.3556704
21.744	787.2738117
21.7596	787.1830563
21.774	787.0948358
21.7896	786.9762573
21.804	786.837755
21.8172	786.6877653
21.8328	786.4833411
21.846	786.2898022
21.8616	786.0433687
21.8748	785.8244269
21.8892	785.5785626
21.9036	785.3252976
21.918	785.0625804
21.9336	784.7666656
21.948	784.48438
21.9612	784.2206769
21.9768	783.9013496
21.9912	783.5968372
22.0056	783.2874145
22.02	782.9755283
22.0332	782.690234
22.0488	782.3563706
22.0632	782.0479592
22.0764	781.7608327
22.0896	781.4657798
22.104	781.12974
22.1184	780.7737919
22.1316	780.4227281
22.1472	779.9713257
22.1604	779.5615918
22.176	779.0527017
22.1916	778.5196266
22.206	778.0028436
22.2204	777.4596809
22.2348	776.8900465
22.2492	776.2967106
22.2636	775.6766406
22.278	775.0234774
22.2936	774.2728619
22.308	773.5402372
22.3212	772.8394407
22.3368	771.9828248
22.3512	771.1703066
22.3668	770.2744044
22.38	769.5034728
22.3944	768.6496833
22.41	767.7173483
22.4232	766.9315983
22.4388	766.0223644
22.4532	765.2057178
22.4676	764.4068058
22.482	763.6228525
22.4964	762.8494803
22.5108	762.0849274
22.5252	761.3345851
22.5372	760.7267242
22.5516	760.0134547
22.566	759.3113286
22.5804	758.6224605
22.596	757.8936929
22.6092	757.2936102
22.6236	756.6547578
22.638	756.0282663
22.6512	755.4618358
22.6656	754.8466412
22.68	754.2300408
22.6956	753.5521284
22.71	752.9113481
22.7244	752.2541807
22.7376	751.639999
22.752	750.9641942
22.7688	750.1773984
22.7832	749.506041
22.7976	748.8324435
22.8096	748.264856
22.824	747.5746353
22.8396	746.8114822
22.854	746.0911454
22.8684	745.3580089
22.8828	744.6190318
22.896	743.9433276
22.9116	743.144719
22.9248	742.4643269
22.9392	741.7128476
22.9536	740.9553318
22.968	740.2035779
22.9836	739.4028547
22.9968	738.7379615
23.0112	738.027491
23.0256	737.3256898
23.04	736.6236081
23.0556	735.8588777
23.0688	735.2125636
23.0844	734.4625423
23.0988	733.7879046
23.1132	733.1257222
23.1276	732.4684055
23.142	731.8091555
23.1576	731.0927041
23.1708	730.4892364
23.184	729.895046
23.1996	729.2034809
23.214	728.5708638
23.2284	727.94295
23.2404	727.4213784
23.2548	726.7953775
23.2692	726.1651261
23.2824	725.5810946
23.298	724.8770875
23.3124	724.2163244
23.3268	723.5592344
23.3412	722.9126501
23.3556	722.2739597
23.37	721.6336149
23.3844	720.9817466
23.3988	720.3148111
23.412	719.6929
23.4264	719.0131958
23.442	718.2846385
23.4564	717.6184009
23.4696	717.0037104
23.484	716.3237727
23.4972	715.6942442
23.5116	715.0045974
23.5248	714.3753967
23.5404	713.6422112
23.5536	713.0297154
23.568	712.3637874
23.5824	711.6968573
23.5968	711.0295831
23.6112	710.3600918
23.6244	709.7457444
23.64	709.0259559
23.6556	708.3157163
23.67	707.6659622
23.6844	707.0110752
23.6976	706.4047284
23.712	705.7462122
23.7264	705.0932894
23.7408	704.4454843
23.7564	703.7441521
23.7696	703.1458453
23.784	702.4838442
23.7996	701.7671302
23.814	701.1163349
23.8296	700.4127289
23.8428	699.810169
23.856	699.198695
23.8716	698.4730198
23.8848	697.866415
23.8992	697.2162391
23.9136	696.5691298
23.928	695.9117891
23.9436	695.1829246
23.9568	694.5590842
23.9724	693.8265013
23.9868	693.1602622
24.0012	692.5000767
24.0156	691.8386615
24.03	691.1705559
24.0444	690.5003177
24.06	689.7802632
24.072	689.2311488
24.0864	688.5746834
24.0996	687.9716625
24.114	687.3108439
24.1272	686.7022761
24.1416	686.0366003
24.156	685.3716256
24.1692	684.7664877
24.1836	684.1075838
24.198	683.4472075
24.2124	682.7908093
24.2268	682.1397833
24.24	681.5438219
24.2556	680.8341977
24.2688	680.2278083
24.2808	679.6764672
24.294	679.073892
24.3072	678.4733048
24.3216	677.816137
24.336	677.1554053
24.3516	676.4338513
24.366	675.7656901
24.3804	675.0994914
24.3948	674.4385377
24.408	673.837512
24.4236	673.1306728
24.4356	672.5858174
24.4524	671.8203497
24.4668	671.1602835
24.4812	670.4952657
24.4968	669.774455
24.51	669.16761
24.5256	668.4483294
24.54	667.7834506
24.5544	667.122619
24.57	666.4109937
24.5844	665.7564893
24.6	665.0465892
24.6144	664.385996
24.6288	663.7192937
24.6432	663.0558918
24.6564	662.4526789
24.6708	661.7910705
24.6864	661.0691641
24.6996	660.4589371
24.714	659.7951591
24.7272	659.190395
24.7416	658.5354234
24.756	657.8809192
24.7692	657.2782414
24.7836	656.6220508
24.798	655.9704338
24.8124	655.3131017
24.8268	654.6498701
24.84	654.0457734
24.8556	653.3344903
24.8688	652.7318135
24.8832	652.074643
24.8976	651.4166551
24.912	650.7543902
24.9276	650.0358359
24.942	649.376639
24.9564	648.7160885
24.9708	648.052203
24.984	647.4445084
24.9996	646.7257621
25.014	646.0590684
25.0296	645.3364762
25.0428	644.7296859
25.0584	644.0225405
25.074	643.3213898
25.0884	642.6710934
25.1028	642.011001
25.1172	641.3447889
25.1304	640.7357059
25.146	640.0309023
25.1604	639.3912502
25.176	638.6849308
25.1904	638.0183658
25.2036	637.4058891
25.218	636.7449611
25.2324	636.0955265
25.248	635.3980346
25.2624	634.7517601
25.2756	634.1514629
25.2912	633.4292273
25.3056	632.7513117
25.32	632.0721102
25.3356	631.3460797
25.3488	630.742827
25.3644	630.0333875
25.3776	629.4307518
25.392	628.7767199
25.4064	628.1287137
25.4196	627.5357616
25.4352	626.8257143
25.4484	626.2142496
25.464	625.4855214
25.4796	624.7673168
25.494	624.1225586
25.5084	623.4800391
25.5216	622.882578
25.536	622.2233151
25.5504	621.5574858
25.5612	621.0555708
25.5744	620.4473758
25.5888	619.7967682
25.602	619.209415
25.614	618.6749818
25.6284	618.0227287
25.644	617.3029328
25.6584	616.635832
25.674	615.9147388
25.6884	615.2513676
25.7028	614.5887598
25.7172	613.9293611
25.7292	613.3862191
25.7436	612.7354405
25.758	612.0790987
25.7736	611.361877
25.788	610.6986311
25.8012	610.0984059
25.8168	609.3873467
25.8312	608.7217371
25.8456	608.0606453
25.86	607.4056185
25.8744	606.7504249
25.8888	606.0906849
25.902	605.482734
25.9164	604.819217
25.9308	604.1619867
25.944	603.5673781
25.9596	602.8661658
25.9752	602.1570307
25.9908	601.4438814
26.0052	600.7879428
26.0196	600.1400302
26.034	599.4954494
26.0484	598.8447842
26.0628	598.1828089
26.076	597.5702394
26.0892	596.9620534
26.1036	596.3061402
26.118	595.6544884
26.1324	595.0030875
26.1468	594.3463125
26.16	593.7374975
26.1756	593.0144376
26.1888	592.4041139
26.2044	591.6905945
26.2188	591.0380738
26.2332	590.3797963
26.2488	589.6679672
26.262	589.0702581
26.2764	588.4112613
26.2908	587.7492203
26.304	587.1546459
26.3196	586.462317
26.334	585.8185638
26.3496	585.1039673
26.364	584.4360547
26.3772	583.8297221
26.3916	583.1793724
26.406	582.5358895
26.4204	581.893864
26.4348	581.2420706
26.448	580.630301
26.4624	579.9536446
26.4768	579.2795907
26.4924	578.567453
26.5068	577.9263995
26.52	577.3451878
26.5356	576.6475528
26.55	575.9872376
26.5644	575.3141958
26.5788	574.6404025
26.5932	573.9812743
26.6088	573.2798479
26.6232	572.6306579
26.6388	571.9282926
26.6532	571.2736221
26.6676	570.6084313
26.6832	569.8841026
26.6988	569.1672806
26.712	568.5706498
26.7264	567.9243399
26.7408	567.2751317
26.754	566.6796379
26.7684	566.0308608
26.784	565.3256563
26.7972	564.7279219
26.8104	564.1301841
26.8248	563.4705575
26.8404	562.7468312
26.8548	562.0869114
26.8692	561.4362841
26.8836	560.7879315
26.898	560.1329688
26.9124	559.4689134
26.9268	558.7986381
26.9412	558.1344508
26.9556	557.4875308
26.9712	556.7905048
26.9844	556.1931154
26.9988	555.5394781
27.012	554.9389807
27.0252	554.3368809
27.0396	553.6768114
27.0552	552.9596771
27.0696	552.3006116
27.084	551.6469372
27.0996	550.9455908
27.114	550.2972668
27.1284	549.6463541
27.1428	548.9972929
27.156	548.4014319
27.1692	547.8010168
27.1848	547.0882699
27.2004	546.373778
27.2136	545.7672106
27.2268	545.1608847
27.24	544.5603329
27.2544	543.9111667
27.2676	543.3180865
27.282	542.6681505
27.2964	542.0144616
27.3108	541.3609996
27.3252	540.7103798
27.3396	540.0629351
27.3552	539.3645831
27.3684	538.7710157
27.3828	538.1155406
27.3984	537.3951891
27.4092	536.8934535
27.426	536.1210439
27.4404	535.4715797
27.4548	534.8257223
27.4704	534.1172126
27.4836	533.5093916
27.4992	532.7883114
27.5124	532.1811252
27.5268	531.5273444
27.54	530.9355877
27.5532	530.3458057
27.5676	529.7039697
27.582	529.0600805
27.5976	528.3460358
27.612	527.6755602
27.6252	527.0634406
27.6408	526.356135
27.6552	525.7167888
27.6696	525.0812628
27.7128	523.1192579
27.7284	522.402252
27.744	521.6924073
27.7596	520.9894334
27.774	520.3402564
27.7884	519.6894541
27.8028	519.0327059
27.8172	518.3675523
27.8316	517.7034673
27.8448	517.1037666
27.8604	516.4022854
27.8748	515.7583086
27.888	515.1709035
27.9024	514.5245039
27.9156	513.9223513
27.9312	513.1977852
27.9444	512.5807722
27.9588	511.9199551
27.9732	511.276781
27.9876	510.6399579
28.002	509.9948797
28.0164	509.3415171
28.0308	508.6943726
28.0452	508.0493815
28.0584	507.4522382
28.0728	506.7997622
28.0884	506.0949278
28.104	505.385868
28.1184	504.7276238
28.1328	504.0706889
28.1484	503.3600348
28.1628	502.7037842
28.176	502.1057179
28.1916	501.3981476
28.2048	500.7954987
28.2192	500.1384064
28.2324	499.5394195
28.2468	498.8941416
28.26	498.3044463
28.2732	497.7077133
28.2864	497.1030127
28.3008	496.4402034
28.3152	495.7832549
28.3284	495.1892933
28.3428	494.5493624
28.3572	493.9069463
28.3716	493.255306
28.386	492.599648
28.4004	491.9462105
28.416	491.2407775
28.4316	490.538639
28.4448	489.9453081
28.4604	489.2452563
28.4748	488.5939137
28.488	487.9878675
28.5024	487.3226137
28.5168	486.6628888
28.5324	485.9593603
28.5456	485.3674965
28.56	484.7145934
28.5744	484.0596752
28.5888	483.4142659
28.6044	482.7189178
28.6188	482.0751429
28.632	481.4844505
28.6476	480.7763848
28.6572	480.3332755
28.6716	479.6653852
28.6824	479.1687349
28.698	478.4629257
28.7124	477.8182937
28.7268	477.1709254
28.7412	476.515078
28.7556	475.8570542
28.77	475.2068115
28.7844	474.565924
28.8	473.8717269
28.8156	473.1680825
28.8288	472.5662038
28.8444	471.8496015
28.8588	471.1938036
28.872	470.6048034
28.8876	469.9152639
28.9008	469.3275637
28.9152	468.6750381
28.9296	468.015845
28.944	467.3603444
28.9596	466.6575439
28.9728	466.0619975
28.9884	465.3532435
29.0028	464.6936744
29.016	464.0901479
29.0304	463.4369494
29.0448	462.7904752
29.0592	462.1461829
29.0736	461.4986237
29.088	460.8477474
29.1036	460.1442149
29.118	459.4981913
29.1324	458.857137
29.1468	458.2137977
29.1612	457.5599929
29.1768	456.8440559
29.1912	456.1834006
29.2056	455.5237983
29.22	454.8671103
29.2344	454.2167361
29.2488	453.5700517
29.262	452.9774832
29.2764	452.3336859
29.2908	451.6926985
29.304	451.105159
29.3196	450.4080107
29.3328	449.8147081
29.3472	449.1577529
29.3616	448.4958541
29.376	447.8443222
29.3892	447.2569503
29.4024	446.6702653
29.4168	446.0178313
29.4312	445.3540779
29.4468	444.6380657
29.46	444.0417439
29.4744	443.4020539
29.49	442.7003678
29.5032	442.0917778
29.5176	441.4248809
29.5308	440.8256951
29.5452	440.1891197
29.5608	439.5029846
29.574	438.9130196
29.5896	438.2129191
29.604	437.5650456
29.6172	436.965881
29.6328	436.2590134
29.6472	435.6159669
29.6628	434.9370868
29.6748	434.4114649
29.6892	433.7597487
29.7036	433.0845766
29.718	432.4024388
29.7336	431.6828318
29.748	431.0469837
29.7624	430.4216077
29.778	429.7228206
29.7924	429.0565126
29.8068	428.3956515
29.8212	427.7555549
29.8356	427.1266661
29.85	426.4760846
29.8644	425.8022184
29.8788	425.1410182
29.892	424.5543332
29.9064	423.9231938
29.9208	423.2862522
29.9352	422.6394457
29.9496	421.9849372
29.964	421.3325616
29.9784	420.6909803
29.994	420.0012315
30.006	419.4640606
30.0216	418.7499288
30.036	418.0819149
30.0492	417.4758285
30.0636	416.8321036
30.078	416.198704
30.0912	415.6086967
30.1056	414.9500571
30.12	414.2877525
30.1344	413.6393199
30.1488	413.009208
30.1644	412.3267453
30.1764	411.7882114
30.1908	411.1261114
30.2052	410.4617052
30.2184	409.8657417
30.2328	409.228558
30.2472	408.5857584
30.2628	407.8691883
30.276	407.2565058
30.2892	406.653751
30.3036	406.0173865
30.318	405.394014
30.3336	404.7080833
30.348	404.0605159
30.3612	403.4659737
30.3756	402.8139426
30.39	402.157222
30.4056	401.4494925
30.42	400.8039383
30.4332	400.2146684
30.4488	399.5108236
30.4632	398.8526725
30.4788	398.1398609
30.4932	397.4928447
30.5076	396.8608352
30.5232	396.1704819
30.5376	395.5188605
30.5508	394.9205757
30.5652	394.2724685
30.5772	393.7362745
30.5928	393.0409262
30.6072	392.3914789
30.6228	391.668203
30.6372	391.0059428
30.6504	390.4264767
30.6648	389.8031274
30.6792	389.1619414
30.6948	388.4537732
30.7092	387.7980665
30.7236	387.1440258
30.7392	386.4421352
30.7524	385.8532611
30.768	385.1581736
30.7836	384.4594701
30.798	383.8108078
30.8136	383.1124685
30.8256	382.5770111
30.84	381.9309639
30.8544	381.2780403
30.8676	380.6769073
30.882	380.0278918
30.8952	379.4408592
30.9096	378.8031481
30.9252	378.1020121
30.9396	377.4436741
30.9528	376.8391063
30.9672	376.1852795
30.9828	375.4799995
30.996	374.8912772
31.0104	374.2608994
31.026	373.5838144
31.0404	372.9504548
31.056	372.2473289
31.0704	371.5853198
31.0848	370.9200972
31.1016	370.1606253
31.1148	369.5750931
31.1292	368.9298595
31.1448	368.2241877
31.1592	367.5764765
31.1712	367.0462923
31.1844	366.4661294
31.1988	365.8186826
31.212	365.2161643
31.2252	364.6195281
31.2396	363.9805705
31.254	363.344166
31.2684	362.6968547
31.2828	362.0398297
31.296	361.439035
31.3116	360.7374469
31.326	360.0956431
31.3404	359.4518396
31.3536	358.8584173
31.368	358.2128882
31.3836	357.517531
31.3968	356.9309897
31.4112	356.2871541
31.4244	355.6955486
31.4388	355.0652294
31.4532	354.4306075
31.4676	353.7698801
31.4832	353.0444782
31.4964	352.4423738
31.5108	351.804453
31.5252	351.1690903
31.5396	350.5190368
31.554	349.8657264
31.5684	349.2226803
31.5828	348.5853261
31.596	348.0015084
31.6092	347.4145919
31.6236	346.7639748
31.6368	346.1593474
31.6512	345.5016306
31.6656	344.8544768
31.68	344.2143532
31.6956	343.5256036
31.71	342.8913232
31.7256	342.1990572
31.74	341.5585356
31.7532	340.9742408
31.7676	340.3335488
31.782	339.6846456
31.7964	339.0312575
31.8108	338.3796522
31.824	337.7857527
31.8396	337.0807425
31.854	336.4239727
31.8696	335.7183431
31.884	335.073169
31.8972	334.4812818
31.9116	333.8404717
31.9248	333.2611383
31.9392	332.6241512
31.9536	331.9795175
31.968	331.3409561
31.9836	330.6412805
31.9968	330.0345346
32.0124	329.3294284
32.0268	328.6976906
32.0412	328.0656813
32.0556	327.4234738
32.0688	326.8303424
32.0832	326.1858994
32.0976	325.5444285
32.1108	324.9541573
32.1252	324.3082226
32.1384	323.7177998
32.1528	323.0685206
32.1672	322.4139653
32.1816	321.7643858
32.1948	321.1741704
32.208	320.5862903
32.2236	319.8883035
32.238	319.2405808
32.2524	318.5887205
32.2668	317.9393791
32.28	317.352014
32.2956	316.6700256
32.31	316.0401295
32.3256	315.3459498
32.34	314.6936553
32.3544	314.0369586
32.3688	313.4002659
32.382	312.8337604
32.3976	312.1371526
32.4096	311.5823956
32.424	310.9278729
32.4384	310.2912976
32.4516	309.7094212
32.466	309.0608355
32.4804	308.4027307
32.4948	307.757954
32.508	307.1799302
32.5224	306.5492303
32.5368	305.911684
32.55	305.3278559
32.5656	304.6601591
32.58	304.0622032
32.5932	303.5135649
32.6088	302.8516093
32.622	302.2880418
32.6364	301.6956999
32.6496	301.1747098
32.664	300.6014282
32.6784	300.0154809
32.6916	299.4767792
32.706	298.8947094
32.7204	298.3212455
32.7348	297.7422861
32.7492	297.1643378
32.7624	296.6458998
32.778	296.0312449
32.7924	295.4507343
32.808	294.8088046
32.8236	294.1717583
32.838	293.5914956
32.8536	292.9531955
32.868	292.3550435
32.8812	291.8092388
32.898	291.1230989
32.9112	290.5895545
32.9256	290.0180218
32.94	289.464165
32.9532	288.9645295
32.9676	288.418188
32.9808	287.9311547
32.9952	287.4169527
33.0072	286.9948282
33.0216	286.4907951
33.036	285.9868897
33.0492	285.5162474
33.0636	284.9861369
33.0768	284.5010415
33.0912	283.98709
33.1044	283.5434389
33.12	283.0339661
33.1344	282.5392793
33.1476	282.0687994
33.1632	281.5068274
33.1776	280.9721227
33.192	280.4198095
33.2064	279.8866032
33.2208	279.3724138
33.2352	278.8662853
33.2484	278.3997521
33.264	277.8384966
33.2796	277.2981163
33.2928	276.8959393
33.3072	276.4725355
33.3216	276.0323043
33.336	275.5846696
33.3516	275.0756746
33.366	274.6058479
33.3816	274.1026278
33.396	273.6493164
33.4092	273.245591
33.4236	272.8112073
33.438	272.3945017
33.4536	271.9347179
33.468	271.5112088
33.4812	271.1157748
33.4956	270.6607332
33.5088	270.2367309
33.5244	269.6984868
33.5376	269.2111535
33.552	268.7131103
33.5676	268.2526878
33.5808	267.8849808
33.5964	267.4340121
33.6096	267.0657154
33.624	266.6876424
33.6384	266.3373554
33.6516	266.0229919
33.666	265.6904902
33.6792	265.4262448
33.6948	265.1013535
33.7212	264.637613
33.7368	264.4399435
33.7656	264.110889
33.7788	263.8950844
33.7932	263.538102
33.8076	263.1296944
33.8208	262.7421331
33.8352	262.2328167
33.8484	261.7510189
33.8628	261.397157
33.876	261.2414918
33.8892	261.1425908
33.9036	260.9788197
33.918	260.6383986
33.9324	260.2134994
33.948	259.7768018
33.9612	259.3876389
33.9756	258.9372384
33.9876	258.6034905
34.0008	258.2829043
34.0128	258.0499279
34.0284	257.8745096
34.0404	257.7533177
34.0668	257.1286377
34.08	256.743086
34.0944	256.3090846
34.1052	255.9503047
34.1196	255.5255393
34.1316	255.2626578
34.146	254.9755629
34.158	254.7475
34.1724	254.5454767
34.1868	254.3861678
34.2	254.1304334
34.2132	253.7594087
34.2252	253.4016299
34.2396	252.9544509
34.2516	252.5276716
34.2648	252.0687999
34.278	251.7161598
34.2924	251.4364142
34.3056	251.181498
34.32	250.8891154
34.3464	250.4171713
34.362	250.0197987
34.374	249.6244992
34.3884	249.1554919
34.3992	248.8324958
34.4124	248.4305732
34.4232	248.0998701
34.4376	247.6764317
34.4652	246.976403
34.4796	246.6504433
34.494	246.3047462
34.5072	245.9875275
34.5204	245.6474799
34.5336	245.2588948
34.5456	244.8738678
34.56	244.4146511
34.572	244.0470747
34.584	243.6865151
34.5972	243.3228274
34.6092	243.0079905
34.6236	242.6380459
34.638	242.2450018
34.6524	241.8329883
34.6656	241.4527025
34.6944	240.6185611
34.7052	240.27876
34.7208	239.78561
34.734	239.3825951
34.7472	238.9631459
34.7604	238.5173745
34.7748	238.0697223
34.788	237.6911333
34.8	237.3472734
34.8144	236.9145864
34.8264	236.5457006
34.842	236.0655619
34.8528	235.727332
34.866	235.3039741
34.8804	234.8369514
34.8936	234.4232993
34.9068	234.0030257
34.92	233.5662965
34.9332	233.1237942
34.9452	232.7405233
34.9596	232.3062201
34.9716	231.9476269
34.986	231.5102541
34.9992	231.1084877
35.0136	230.6782105
35.0244	230.3580363
35.0388	229.9359187
35.0508	229.5799418
35.064	229.1805681
35.0784	228.7359466
35.0904	228.3633332
35.1048	227.9122085
35.1168	227.534429
35.13	227.1282952
35.142	226.7581839
35.1552	226.3386875
35.1696	225.8722236
35.1828	225.4611068
35.1948	225.2487398
35.208	225.1433044
35.2212	224.7333314
35.2356	223.8559675
35.25	223.1774377
35.262	223.0868728
35.2752	223.0729062
35.2884	222.6819846
35.3016	221.8572075
35.3148	220.9814192
35.328	220.3809421
35.3424	219.839819
35.3556	219.1545719
35.3688	218.4543804
35.3808	218.0195179
35.394	217.6437113
35.4084	217.0884787
35.4228	216.3723337
35.4348	215.7239255
35.448	215.0698136
35.4624	214.4637344
35.4756	213.9366278
35.4876	213.429803
35.5008	212.8649956
35.5152	212.2685267
35.5284	211.7903418
35.5428	211.3189628
35.556	210.8396014
35.568	210.3412098
35.5824	209.7161139
35.5956	209.1731377
35.6088	208.683284
35.6244	208.1018045
35.6388	207.5337737
35.6508	207.077239
35.664	206.596959
35.6772	206.1431845
35.6892	205.7607486
35.7024	205.3609925
35.7132	205.0329841
35.7276	204.5545595
35.7408	204.0917627
35.7564	203.5737935
