5.41525	0.0912793
5.41304	0.0914099
5.3993	0.365235
5.36355	0.703045
5.2762	1.18324
5.27127	1.19517
5.29913	1.19929
5.34051	1.20754
5.36745	1.2129
5.3683	1.2129
5.37015	1.21327
5.33652	1.2061
5.36257	1.21162
5.53425	1.24726
5.54037	1.24858
5.52965	1.24629
5.55242	1.25112
5.30083	1.1985
5.0875	1.15415
5.08525	1.1537
5.26775	1.1918
5.21372	1.18039
5.15815	1.16883
5.14457	1.16596
5.00498	1.13689
4.79699	1.09426
4.67003	1.07014
4.51224	1.04305
4.41057	1.01877
4.41201	1.01816
4.41204	1.01746
4.30749	0.995141
4.29868	0.993032
4.3518	1.004
4.57175	1.04994
4.71689	1.08021
4.71511	1.14125
4.55034	1.67959
4.47462	1.88486
4.24102	2.2414
3.40918	3.37051
2.32023	4.19335
1.38355	4.58632
1.39084	4.5971
1.40117	4.62553
1.46966	4.83563
1.56413	5.12563
1.64338	5.36915
1.69403	5.52455
1.7028	5.5514
1.69834	5.53767
1.90637	5.46861
2.88322	5.02074
3.98392	4.16572
4.76063	3.2149
5.28919	2.23974
5.61871	1.15328
5.65721	0.891785
5.5632	0.875132
5.34649	0.844216
5.13393	0.814133
5.16358	0.818044
5.11749	0.811435
5.06701	0.803832
5.09352	0.80729
4.99836	0.794877
4.88	0.778679
4.73817	0.760148
4.54395	0.741803
4.36602	0.725356
4.29413	0.709301
4.30457	0.709169
4.4833	0.733249
4.61578	0.751299
4.66679	0.757802
4.72786	0.766222
4.72731	0.765944
4.67621	0.758553
4.66569	0.757009
4.66962	0.757608
4.66533	0.756857
4.60145	1.07526
4.28758	1.98362
3.74032	2.88324
3.00694	3.63955
2.12441	4.21416
1.32402	4.52782
1.32969	4.53337
1.39396	4.73996
1.46004	4.95005
1.5367	5.19332
1.59299	5.37206
1.62239	5.46531
1.63299	5.46654
2.43307	5.15879
3.82848	4.23691
4.55057	3.26632
5.12219	2.06688
5.47457	0.860516
5.54387	0.59758
5.74946	0.17148
5.38593	-2.01452
5.21463	-2.42695
5.21683	-2.43128
5.18615	-2.41436
5.14172	-2.39223
5.1486	-2.39513
5.01291	-2.32888
4.96354	-2.30469
4.93601	-2.28759
4.97273	-2.30712
4.84063	-2.24343
4.66991	-2.15784
4.43433	-2.04115
4.23784	-1.94588
4.22323	-1.93837
4.10633	-1.88071
4.16552	-1.91016
4.3561	-2.00331
4.57571	-2.11045
4.61088	-2.12825
4.75369	-2.19802
4.79648	-2.21917
5.07691	-1.49818
5.28476	-0.25477
5.27831	0.153649
5.23186	0.576229
5.1568	1.02487
4.92904	1.82612
4.51765	2.68394
3.95509	3.45718
3.26202	4.11531
2.4587	4.63821
1.57414	5.00622
1.43093	5.04989
1.43726	5.08543
1.46547	5.17398
1.49724	5.27875
1.55228	5.46006
1.63181	5.7221
1.66317	5.82589
