y x1  x2  x3  x4
0	0	0	0
35	231.6562434	292.4062493	246.8437448
40	251.1499924	312.3499992	266.4499941
45	276.5937415	341.8437491	292.9062434
60	341.0249886	411.2249987	358.5749911
70	380.0124867	451.1124985	397.7874897
80	418.9999848	490.9999983	436.9999882
90	452.0374829	521.3374981	469.3624867
100	479.124981	542.1249979	494.8749852
120	521.3999772	564.5999975	532.1999823
140	563.6749734	587.074997	569.5249793
160	599.9999696	599.9999966	599.9999764
