5.41021	0.09128
5.19931	0.0915557
5.31804	0.0910331
5.44927	0.0914745
5.45405	0.091398
5.82114	0.090952
5.9645	0.0912314
5.60468	0.0911748
5.05605	0.0909722
4.74662	0.0870759
4.73605	0.0868674
4.62765	0.0843939
4.48309	0.0873309
4.31917	0.0877105
4.18201	0.0874907
4.03987	0.0831022
3.98445	0.0869736
4.40217	0.0929597
4.76077	0.0912913
4.987	0.0906985
5.03277	0.0902506
4.98113	0.175967
4.62421	1.85901
3.1174	3.88637
1.25428	4.81921
1.33897	5.06401
1.42925	5.37288
1.4644	5.49136
1.48882	5.57614
1.65029	5.55726
3.64436	4.50602
5.44086	1.99078
5.67065	1.23068
5.68632	1.24075
5.78781	1.26232
5.80754	1.26737
5.37825	1.18045
4.84447	1.07228
4.65504	1.03313
4.65296	1.03523
4.65444	1.03574
4.50613	1.00545
4.37352	0.976042
4.22016	0.945427
4.08285	0.918047
3.96449	0.890811
3.8889	0.868641
3.90437	0.868583
4.33613	0.959379
4.67124	1.0284
4.86618	1.06869
4.89942	1.07608
4.51638	2.18068
3.05433	3.94765
1.76595	4.71155
1.90684	5.05923
2.01598	5.33478
2.09211	5.52595
2.23346	5.51016
4.0791	4.32345
5.78611	1.55868
6.04892	0.084922
5.84841	0.0848133
5.29219	0.0860449
4.88172	0.0788085
4.6467	0.0777417
4.40779	0.0784191
4.21349	0.0795514
4.2644	0.080596
4.68324	0.080827
4.9599	0.36637
4.88119	1.49833
4.16872	2.96702
3.7358	3.2258
2.02076	4.50809
1.0939	4.95514
1.17435	5.27986
1.22976	5.50359
1.35689	5.50361
3.32228	4.59033
5.20724	2.23054
5.69527	1.38496
5.78825	1.41069
5.79336	1.41396
5.46121	1.33834
4.95999	1.22254
4.6307	1.14652
4.49014	1.11228
4.39465	1.08831
4.16717	1.03466
4.10954	1.01956
4.54587	1.12239
4.87284	1.1987
4.83785	1.26934
4.26421	2.68645
2.40427	4.46798
1.43507	4.95352
1.53588	5.28989
1.62067	5.56136
1.66137	5.68791
1.65737	5.66752
2.94918	5.11306
5.09612	2.97553
5.78352	1.51034
5.82451	1.51864
5.58317	1.45911
5.02101	1.32051
4.57493	1.20496
4.36337	1.14832
4.14221	1.0982
4.09856	1.08333
4.55198	1.19806
4.59604	1.21634
4.76887	1.31236
4.96223	1.35928
4.81231	1.45421
4.27231	2.77372
2.65015	4.47175
1.61125	5.0953
1.72623	5.451
1.80219	5.67792
1.83781	5.78156
2.18937	5.67179
4.33461	4.26058
5.88207	1.5296
5.8967	1.34026
5.44236	1.24385
5.20334	1.1958
4.95533	1.14428
4.80024	1.11248
4.7983	1.11136
4.74381	1.10082
4.47445	1.03859
4.33026	1.0075
4.77911	1.10624
4.83937	1.12118
5.06819	1.29792
4.87398	2.14944
3.98859	3.45653
2.33378	4.63701
0.787859	5.22444
0.850572	5.56893
0.894108	5.81985
0.908079	5.8948
