Time    	Lin Cylinder_BoomLift_L x
35.5956	103.5973221
35.6088	104.0198122
35.6244	104.4105708
35.6388	104.6594667
35.6508	104.9028746
35.664	105.1039697
35.6772	105.2901895
35.6892	105.4851667
35.7024	105.7335879
35.7132	106.0043868
35.7276	106.2819096
35.7408	106.555262
35.7564	106.8721
35.7696	107.1421533
35.7828	107.3475862
35.7948	107.5472867
35.808	107.7595663
35.8212	107.9215623
35.8332	108.0425327
35.8488	108.0860659
35.8596	108.0847216
35.8728	108.0835045
35.8872	108.0822479
35.9004	108.0824356
35.9124	108.08918
35.9256	108.1077915
35.9364	108.1540213
35.9508	108.2245524
35.9628	108.3210311
35.976	108.3879549
35.9904	108.4237936
36.0012	108.4250481
36.0144	108.4256703
36.0264	108.4243934
36.0408	108.4487098
36.054	108.6966569
36.0684	109.2649239
36.0816	109.8938858
36.096	110.5020922
36.1092	111.191054
36.1236	111.7740322
36.1392	112.4374663
36.1524	112.6641751
36.1668	112.4513874
36.1788	112.0171904
36.192	111.279934
36.2052	110.5555754
36.2172	109.5102978
36.2304	108.6573382
36.2424	107.7275535
36.2568	106.9386398
36.27	105.8160635
36.2832	104.9002053
36.294	103.6851024
36.3072	102.8869665
36.318	101.9100183
36.3336	101.1447538
36.3468	100.2888515
36.36	99.44057478
36.3744	98.51849496
36.3852	97.71474195
36.3996	96.85052634
36.4116	96.0923197
36.4272	95.27477013
36.4392	94.41267435
36.4536	93.73079572
36.4668	93.0623866
36.48	92.41213862
36.4932	91.71442519
36.5052	91.04109123
36.5184	90.38959457
36.5304	89.87666808
36.546	89.16859298
36.558	88.58921159
36.5736	88.01474163
36.5868	87.44977123
36.6	86.82608415
36.6132	86.25546651
36.6252	85.53977818
36.6384	84.82514471
36.6492	84.18706235
36.6636	83.61644257
36.6768	82.97161934
36.69	82.3893992
36.7032	81.74714048
36.7164	81.12294277
36.7296	80.51521064
36.7428	79.92324815
36.756	79.28944804
36.768	78.79036847
36.7812	78.2574976
36.7932	77.74699947
36.8076	77.21416194
36.8208	76.80550206
36.8352	76.37714406
36.8472	76.01380294
36.8616	75.62411543
36.876	75.28681508
36.8892	74.89466268
36.9024	74.62480802
36.9156	74.27290292
36.9288	73.99877266
36.9432	73.70720797
36.9576	73.42622469
36.9708	73.15342366
36.984	72.93983778
36.9972	72.70592067
37.0092	72.4274267
37.02	72.20929709
37.0332	71.99916271
37.0476	71.79841089
37.0608	71.56293665
37.074	71.40148993
37.0872	71.24486292
37.1016	71.04701097
37.1136	70.85972131
37.128	70.670842
37.1424	70.47478751
37.1544	70.27141851
37.17	70.04140731
37.182	69.83150964
37.1952	69.59641373
37.2072	69.33523003
37.2192	69.12274341
37.2312	68.91335361
37.2444	68.70882625
37.2564	68.46680754
37.2684	68.235797
37.2816	68.03832531
37.296	67.86928894
37.3092	67.6708153
37.3212	67.52949295
37.3356	67.31810417
37.35	67.14205232
37.3644	66.96690157
37.3776	66.82963601
37.392	66.67863881
37.4052	66.53061679
37.4184	66.36933894
37.4316	66.21421089
37.446	66.06807
37.4604	65.95797795
37.4724	65.82358709
37.4868	65.70368092
37.4988	65.54981542
37.512	65.45413925
37.5252	65.32709504
37.5372	65.23717612
37.5516	65.12695057
37.566	65.01776849
37.5816	64.89691884
37.5924	64.79823265
37.6068	64.69784657
37.6188	64.58735342
37.632	64.49727095
37.6464	64.37919848
37.6572	64.26197902
37.6728	64.11973608
37.686	64.02403412
37.6992	63.90599516
37.7112	63.80275286
37.7244	63.70088361
37.7364	63.60128777
37.7508	63.49411705
37.7628	63.40537851
37.776	63.32441716
37.7904	63.2425142
37.8048	63.16071908
37.8192	63.10643906
37.8312	63.04967315
37.8468	62.99176987
37.8588	62.94010817
37.872	62.89166321
37.8852	62.85676842
37.8972	62.82712912
37.9104	62.79844232
37.9224	62.76209273
37.9356	62.73297155
37.9476	62.70368961
37.9608	62.67817299
37.9728	62.65155938
37.9872	62.62834579
37.9992	62.60539014
38.0124	62.58467865
38.0256	62.56117455
38.0388	62.53749108
38.052	62.51169669
38.0652	62.48186831
38.0796	62.44689829
38.0928	62.40789342
38.106	62.3643501
38.118	62.31443619
38.1312	62.2581936
38.1456	62.20358356
38.1588	62.13892077
38.1708	62.07222648
38.184	62.0094299
38.1972	61.93516259
38.2092	61.85849585
38.2224	61.79062165
38.2356	61.73162094
38.2488	61.66038324
38.262	61.58443295
38.2752	61.52104303
38.2884	61.45642915
38.3016	61.38533411
38.316	61.329519
38.3292	61.25382922
38.3436	61.1874173
38.3568	61.11224346
38.37	61.05903575
38.3844	61.00944699
38.3988	60.96740894
38.4096	60.91083835
38.4228	60.85796293
38.4348	60.80259864
38.448	60.7564768
38.4612	60.69715281
38.4744	60.6367117
38.4888	60.56804824
38.502	60.50274851
38.5152	60.441786
38.526	60.37282519
38.5404	60.30269058
38.5548	60.23211595
38.568	60.16218449
38.5824	60.09335488
38.5944	60.03210233
38.6076	59.97050953
38.622	59.91421239
38.6352	59.84311127
38.6472	59.77182995
38.6616	59.70840438
38.6736	59.65253335
38.6868	59.59010875
38.7	59.52740793
38.712	59.46455864
38.7264	59.39566635
38.7384	59.33373543
38.7516	59.26734734
38.7648	59.20983637
38.7792	59.14862191
38.7924	59.09338472
38.8068	59.03580884
38.8188	58.98035968
38.832	58.93383598
38.8452	58.8892807
38.856	58.8409955
38.8716	58.80220442
38.8848	58.75427993
38.8992	58.71596791
38.9124	58.66760675
38.9256	58.61964402
38.9376	58.57184829
38.952	58.53423158
38.9664	58.49942333
38.9796	58.47750872
38.994	58.45232231
39.006	58.43034542
39.0192	58.4089122
39.0312	58.38769894
39.0456	58.36382555
39.0576	58.34200974
39.072	58.32182538
39.0864	58.29383414
39.0984	58.26706481
39.1128	58.24053033
39.126	58.21696751
39.1392	58.18850065
39.1512	58.16109161
39.1656	58.13333365
39.1776	58.10423954
39.1908	58.07232242
39.2028	58.04064902
39.216	58.00361644
39.2316	57.96686718
39.2448	57.93254002
39.258	57.89191098
39.2712	57.85365228
39.2844	57.81385533
39.2964	57.77308559
39.3108	57.72509427
39.3228	57.6829784
39.336	57.64496701
39.3492	57.60648583
39.36	57.56697783
39.3732	57.52967823
39.3852	57.47670772
39.3996	57.43254756
39.4128	57.38663875
39.426	57.33871442
39.438	57.28334857
39.4524	57.2306684
39.4656	57.17580239
39.4788	57.11442717
39.4908	57.06058488
39.504	56.99317156
39.5184	56.94188678
39.5292	56.89467795
39.5448	56.85384774
39.5568	56.81087441
39.57	56.78394668
39.5832	56.76268647
39.5976	56.75559974
39.6084	56.74649475
39.6228	56.73910181
39.6348	56.74259494
39.648	56.90740487
39.6612	57.80235817
39.6732	59.31310357
39.6876	60.74433918
39.7008	61.74576339
39.7152	62.88049181
39.7296	63.82620264
39.7428	64.98158261
39.7548	66.25297183
39.768	67.42615847
39.7812	68.45003471
39.7932	69.59717699
39.8064	70.63513733
39.8196	71.64992201
39.846	72.63536315
39.8592	73.61115364
39.8712	74.92561058
39.8844	75.99082904
39.8964	77.01828802
39.9096	77.8314296
39.9228	78.75915696
39.936	79.68588228
39.9504	80.79316258
39.9612	81.66745536
39.9756	82.54690373
39.9876	83.42710954
40.0032	84.30150911
40.014	85.15522849
40.0272	86.08046218
40.0392	86.98740396
40.0536	87.98852697
40.0656	88.92064652
40.08	89.86652048
40.0932	90.71766028
40.1052	91.5639716
40.1184	92.50044754
40.1292	93.34065303
40.1436	94.36673438
40.1568	95.11332258
40.1712	96.0565778
40.1844	96.8974641
40.1976	97.81929871
40.2084	98.73269239
40.2216	99.6498037
40.2336	100.3831355
40.2468	101.2087272
40.2612	101.9332257
40.2732	102.9325892
40.2864	103.7515566
40.2972	104.6530686
40.3116	105.454266
40.3236	106.4282589
40.3368	107.1351317
40.3512	108.0962815
40.3656	108.9651084
40.3788	109.8740732
40.392	111.005058
40.4064	112.1084296
40.4184	113.5022541
40.4328	114.8471057
40.4448	116.7849352
40.4616	118.8186275
40.4736	121.0033376
40.4868	122.7588232
40.5	125.0303475
40.512	127.117975
40.5252	129.9711419
40.5384	131.8616207
40.5516	134.2116903
40.5648	136.4803261
40.5792	138.4673036
40.5924	140.1702678
40.6056	141.8272733
40.6188	144.0552467
40.632	146.0422539
40.6464	148.2264209
40.6572	150.4628673
40.6716	152.3349693
40.6836	154.6175619
40.698	156.2403303
40.71	158.211422
40.7232	160.146172
40.7352	162.2334234
40.7484	164.1084221
40.7604	165.7716352
40.7748	167.6059517
40.7868	169.4354282
40.8	171.277534
40.812	173.13319
40.8252	174.8196513
40.8504	176.314911
40.8636	178.3486326
40.8756	179.9894678
40.8888	181.9829539
40.9008	183.4230322
40.9152	185.0318718
40.926	186.4390165
40.9392	188.1641721
40.9524	189.8315564
40.9668	191.4411538
40.98	192.8396307
40.992	194.5109364
41.0052	195.7075824
41.0172	197.1878236
41.0316	198.509744
41.0448	199.8287213
41.0604	201.454031
41.0736	202.9524039
41.088	204.4769613
41.1024	206.0305887
41.1156	207.6222228
41.1288	209.5884568
41.142	210.9271408
41.1564	212.4368194
41.1696	214.1050398
41.184	215.5831437
41.1972	217.2119467
41.2092	218.5061154
41.2236	220.2946983
41.2356	221.5972988
41.25	223.3951043
41.2632	224.6973867
41.2776	226.1598348
41.2896	227.6166654
41.3028	229.2399699
41.3148	230.7057298
41.328	232.5153728
41.3436	234.3477142
41.3568	235.8632236
41.3712	237.2158424
41.3844	238.9046805
41.3988	240.5887145
41.4108	242.437553
41.424	243.9551623
41.4372	245.8158455
41.4504	247.5115569
41.4636	249.3774878
41.4756	250.7344205
41.49	252.2604464
41.502	253.6180437
41.5152	255.3121244
41.5284	256.8314306
41.544	258.1764023
41.5584	259.8667071
41.5716	261.0507707
41.5872	262.7329631
41.6004	264.2291489
41.6148	265.8725649
41.6268	267.5061364
41.64	269.134636
41.6544	270.7637213
41.6688	272.4005712
41.6844	274.0492107
41.6976	275.7064242
41.7108	277.2011449
41.7228	278.6928556
41.736	280.1824186
41.7504	281.5059037
41.7636	283.1690715
41.7792	284.6722434
41.7912	286.1840343
41.8056	287.6981668
41.8188	289.3801433
41.832	290.8861161
41.8464	292.7155325
41.8584	294.2046732
41.8716	295.8510404
41.8848	297.3272218
41.9004	298.7990956
41.9124	300.5964635
41.9268	302.2327558
41.94	303.711493
41.9532	305.027953
41.9664	306.6748874
41.9796	308.1589212
41.994	309.6554193
42.0072	311.1578154
42.0216	312.9977702
42.0336	314.4904669
42.048	316.4736102
42.0624	318.1240669
42.0756	319.7719975
42.09	321.0889846
42.1032	322.5766531
42.1176	323.9042394
42.1308	325.5737328
42.144	327.0790725
42.1584	328.7398508
42.1716	330.3939497
42.1848	332.0549739
42.198	333.7307937
42.2136	335.2502491
42.228	336.9386359
42.2412	338.6176161
42.2556	340.292062
42.2688	341.6207406
42.282	343.4429814
42.294	344.7636509
42.3084	346.4076299
42.3228	347.7135867
42.3516	349.3360801
42.3672	350.6268501
42.3828	352.2377205
42.3948	353.6881034
42.408	355.4659313
42.4224	356.7644564
42.4356	358.2297579
42.45	359.5338409
42.4632	360.8395126
42.4776	362.4825544
42.492	363.9575809
42.5064	365.7752229
42.5208	367.4232381
42.534	369.0748948
42.5484	370.5453267
42.5604	372.1651471
42.5748	373.6142018
42.588	375.2302291
42.6	376.5165959
42.6156	378.1194415
42.6288	379.7242658
42.6444	381.4946441
42.6588	396.6016122
42.672	398.6082441
42.6876	406.6374108
42.7008	412.4584051
42.7176	414.5677322
42.7296	416.1887868
42.7416	418.4547307
42.7536	425.7921901
42.7668	429.0531926
42.7812	430.6720627
42.7944	431.9556826
42.81	433.5605172
42.8232	435.1579046
42.8376	437.0693804
42.852	438.5073516
42.8688	440.1182266
42.8868	441.4068913
42.9024	442.8608734
42.9192	444.483506
42.936	445.7859349
42.954	447.261437
42.9696	448.7387563
42.984	450.7231792
43.002	452.0464051
43.0164	453.712968
43.032	454.8758837
43.0488	456.5460595
43.0644	458.0418415
43.08	459.6986037
43.0956	461.3354328
43.1112	463.2878342
43.1256	464.7393872
43.1388	466.5134059
43.152	467.7951511
43.1664	469.2409636
43.1808	470.8454641
43.1952	472.1331038
43.2072	473.747801
43.2216	474.8797826
43.2348	476.6729567
43.248	477.813552
43.2624	480.7641943
43.2756	482.4051982
43.29	483.8750481
43.3032	484.6895749
43.3176	486.4839022
43.3308	487.781076
43.344	490.6938782
43.3572	492.4710369
43.3728	493.7595967
43.3872	495.3785228
43.4004	496.9999134
43.4148	498.7922471
43.428	500.2579058
43.44	502.217894
43.4508	503.683238
43.464	505.4700747
43.4784	506.7708241
43.4916	508.5736149
43.506	510.0498709
43.5192	511.8591235
43.5336	513.6556734
43.5468	515.4451247
43.56	516.8951719
43.5732	518.6721761
43.5876	520.1245423
43.602	521.9144977
43.6164	523.5439458
43.6308	525.0124747
43.644	526.4827214
43.6584	528.2802059
43.6728	530.0781297
43.686	531.8801876
43.6992	533.5230968
43.7124	535.334392
43.7232	536.9817915
43.7388	538.1334095
43.7532	539.4459175
43.7676	592.7315756
43.7808	607.4806471
43.7952	609.4425551
43.8084	615.331975
43.8228	617.2823361
43.8372	619.3699663
43.8516	621.5976859
43.866	627.5032954
43.8792	629.6150745
43.8924	631.2411348
43.9044	633.0294109
43.9188	634.8095143
43.9308	638.2129286
43.944	639.8409054
43.9584	641.639658
43.9704	643.2723232
43.9848	645.0581955
43.9992	646.5104204
44.0136	648.2824252
44.028	650.0441796
44.0412	651.6447754
44.0556	653.2356447
44.0688	654.9834671
44.0832	656.5760141
44.0904	658.4953173
44.1024	660.0962873
44.1156	661.8642566
44.1312	663.3090446
44.1444	665.074176
44.16	666.6720746
44.1744	668.4284011
44.1852	670.089682
44.1996	671.411368
44.2104	672.2888309
44.2236	672.6304056
44.2368	672.6343328
44.2512	672.3583717
44.2656	671.8243072
44.28	671.1979914
44.2944	670.510517
44.3088	670.033152
44.3232	669.7261216
44.3376	669.6880217
44.3508	669.8075241
44.364	670.0876774
44.3772	670.3997357
44.3916	670.7945701
44.4036	670.973562
44.4168	670.8904606
44.4312	670.5455246
44.4468	670.0658372
44.46	669.3490261
44.4732	668.6998005
44.4876	668.0931414
44.5008	667.6547388
44.5152	667.3085198
44.5284	666.963512
44.5428	666.6905359
44.556	666.4635085
44.5692	666.3469467
44.5836	666.3334177
44.5968	666.3677568
44.6124	666.4786655
44.6256	666.6609133
44.64	666.9246194
44.6544	667.2084414
44.6664	667.5312129
44.682	667.7975342
44.7108	668.0452961
44.724	668.2533729
44.7372	668.4502572
44.7516	668.6260377
44.7648	668.7303418
44.7792	668.8025117
44.7924	668.8270031
44.8056	668.824926
44.82	668.8223571
44.8332	668.8216414
44.8476	668.8210457
44.8608	668.8214201
44.8752	668.8223391
44.8884	668.8233543
44.9028	668.8238866
44.9172	668.8221922
44.9304	668.8071062
44.9436	668.7607923
44.9568	668.6750287
44.9712	668.5458812
44.9868	668.4281073
45	668.3119295
