x y1  y2  y3
55.764	0.061062092	0.055224539	0.043322996
55.7784	0.107459545	0.085839522	0.257861831
55.794	2.063403274	1.9483421	14.0520204
55.8084	6.43876734	11.38086914	44.85671818
55.824	11.63610289	23.90483293	62.79767681
55.8396	17.47744772	37.15386876	66.27688538
55.854	22.71516425	48.12640873	65.08333522
55.8696	27.56873967	54.69829454	66.31391145
55.884	32.18737722	60.3090796	74.38308709
55.8996	36.34194148	63.69538673	91.41452858
55.9152	39.69904311	69.11195504	108.7441209
55.9296	42.0447643	75.87102446	120.8103544
55.944	44.04719024	83.47141091	128.0157309
55.9596	46.3088824	90.01082266	131.4631845
55.974	48.16299385	94.86258281	137.7779136
55.9896	50.33373429	101.2904899	149.3785238
56.0052	52.81612465	106.0104683	161.0360741
56.0196	55.40429953	111.4578531	173.4394479
56.0472	59.14882124	117.0935334	182.4514752
56.0628	59.64024157	124.4497656	186.7709301
56.0772	58.69697418	130.9515686	188.7347201
56.0904	57.6618003	137.4338907	187.6465829
56.106	56.94132099	142.7882215	186.3054263
56.1204	55.85074389	145.6211045	184.46509
56.1348	54.06102049	146.7646555	182.1739791
56.1492	52.43224422	146.8513916	178.8661726
56.1612	51.28797756	146.6682866	174.6241784
56.1768	49.96362653	145.5874157	170.9186635
56.1888	49.47522197	144.0642444	166.9749926
56.2044	49.40516489	142.185474	164.1262114
56.22	49.6682386	140.377415	161.6894211
56.2356	50.86578028	139.0194713	158.2972371
56.2512	54.34490649	138.2925384	154.4246087
56.2656	58.79780204	138.0400692	149.2145268
56.28	64.77130778	138.0041683	142.9315286
56.2956	72.46895559	140.4286645	135.24251
56.31	81.55521494	143.5341277	127.135032
56.3256	92.37965391	145.1469419	121.2838835
56.34	104.6061535	145.5744646	114.5858341
56.3544	116.8973288	144.5848594	108.8772203
56.37	130.9458543	143.4110497	104.7832699
56.3844	140.742864	141.6978336	100.9662911
56.3988	151.4362328	139.937318	98.00722896
56.4144	163.1010554	138.5304057	95.33224314
56.4288	170.8439322	137.2576442	93.00972604
56.4444	177.169291	136.0316211	91.57869676
56.46	182.4825625	135.1040918	90.8733364
56.4756	187.0776677	134.7201959	90.6961157
56.4888	191.1843731	134.6626312	90.77053293
56.5032	195.415015	135.1003577	90.89777014
56.5188	199.2285888	136.1432134	91.82609358
56.5332	201.7328192	137.3081389	93.05063019
56.5476	202.9952925	138.2806258	94.9622676
56.5632	202.1634388	138.5539365	98.46364297
56.5776	200.4097442	138.2758245	102.321501
56.592	198.1015287	137.5417152	106.7245154
56.6076	194.3985005	136.2246359	111.5961548
56.622	189.9904099	134.4847847	116.5284418
56.6376	183.9732029	132.5188872	121.85534
56.6508	177.9341727	130.982004	126.4293366
56.6652	170.5373911	129.5412648	130.8067439
56.6808	161.8126398	128.5686148	134.8387617
56.6964	153.4654647	128.1697374	137.7816752
56.7108	145.8386252	128.2100983	140.2963277
56.7252	138.0130242	128.2028075	143.5830962
56.7396	130.6939444	128.1093131	146.8576988
56.7552	123.1594134	128.3105457	146.4774414
56.7696	116.5318151	128.8656713	127.3329909
56.784	110.2546048	129.280768	100.6457035
56.7996	103.8856265	129.354015	72.72954444
56.8128	98.73888438	128.9955788	48.01048919
56.8284	92.50597217	128.2908126	33.44634463
56.844	86.49276313	127.4040422	20.57642155
56.8584	81.34478227	126.6124131	9.789283408
56.8752	76.20484612	126.1015518	1.137090326
56.8896	72.59586524	124.3539052	-2.366013541
56.904	69.56330873	110.237759	-1.317990834
56.9196	67.19046803	87.43422139	0.440602493
56.934	65.99940955	66.11691027	2.863512913
56.9496	65.92870357	47.0943773	6.292796598
56.964	67.08406254	33.17300664	9.457468972
56.9784	69.08677249	22.87839934	6.199442343
56.994	73.01267523	16.96313039	-2.520476888
57.0084	77.05391991	12.55870321	-16.96236673
57.024	81.42608531	8.636132431	-46.07406136
57.0396	86.63070142	5.261024547	-87.32730328
57.054	86.70332487	3.691816654	-84.74451029
57.0696	76.27625249	6.238058402	-67.13193561
57.084	62.59858855	11.57963592	-47.04549349
57.0996	49.91798778	16.10663858	-28.35557376
57.1152	42.24301186	15.79927431	-18.4288185
57.1296	40.01835864	6.499834864	-13.42915869
57.144	39.57188079	-5.621128762	-9.012029783
57.1596	37.07907255	-23.20406392	-3.380971475
57.174	32.82502769	-41.059435	1.532033056
57.1896	25.35060486	-56.86079399	9.486604192
57.204	17.83060766	-63.56132507	20.60921386
57.2184	10.51958701	-61.2626909	29.96379562
57.2316	3.871502912	-50.64152349	35.16355708
57.246	-0.052298345	-38.60648188	34.15054155
57.2616	-0.054466712	-27.43377088	30.24141776
57.276	-0.970545163	-18.25316981	28.03875138
57.2904	-6.324899796	-11.25043897	27.63778351
57.306	-17.43863924	-5.650603551	30.55579281
57.3204	-30.3482519	0.170582081	35.31997577
57.336	-41.82094204	0.797258992	37.54715267
57.3516	-46.04038359	4.00776984	36.68203387
57.366	-42.7586417	9.460206845	31.7695272
57.3816	-33.27743037	14.14826853	22.87178543
57.3972	-22.95826418	17.25751818	13.45825849
57.4116	-16.68441723	18.2426447	6.794980091
57.4272	-13.60058866	16.75578885	0.241988647
57.4404	-12.87700823	15.25864737	-0.046227522
57.456	-11.18902693	15.6414662	-0.055018959
57.4716	-7.093854316	18.27594044	-0.302614888
57.486	-2.367905874	22.06583783	-4.063544893
57.5016	0.023612874	26.16055375	-12.30211558
57.5136	0.120579225	28.59033184	-20.33557491
57.528	0.651193387	27.84176151	-27.3603598
57.5556	5.250214129	24.36898959	-30.91809033
57.5712	9.317503907	19.89031263	-29.93693181
57.5844	12.90027502	13.64149919	-27.53430817
57.5952	15.36897149	8.509216193	-23.5461151
57.6072	18.00547329	2.575346691	-22.28504703
