5.41533	0.0912603
5.41305	0.0912287
5.47643	0.0910407
5.55838	0.0913455
5.68971	0.0911792
5.62523	0.0912024
5.24017	0.0925267
4.92307	0.08673
4.70428	0.0852309
4.70763	0.0870831
4.73817	0.087666
4.78338	0.0932843
4.96699	0.0914336
4.89621	0.246741
4.90834	0.813448
4.63865	1.80589
3.61325	3.38877
2.38703	4.30477
0.983385	4.92536
1.03829	5.09944
1.10816	5.40865
1.15845	5.63159
1.1669	5.66473
1.18409	5.73936
1.11057	5.28447
1.61417	4.7127
3.15226	3.81729
4.80602	1.81464
5.28096	-0.824121
5.09474	-1.33587
4.8783	-1.26831
5.11165	-1.33058
5.28388	-1.3777
5.39184	-1.40851
5.04204	-1.31284
4.77039	-1.23623
4.59736	-1.18797
4.5874	-1.17866
4.59518	-1.18376
4.6501	-1.19436
4.84755	-1.04249
5.01779	-0.220699
4.97357	1.48817
4.1515	3.2948
2.60572	4.80686
0.942545	5.65608
0.953559	5.91255
1.00606	6.20414
1.04157	6.39868
1.05726	6.48259
1.15968	6.28074
1.3576	5.61296
2.7683	4.96518
5.07461	2.57198
5.66321	-0.531552
4.73139	-3.09621
4.89105	-3.53223
5.09161	-3.68402
4.92828	-3.55295
4.76009	-3.43349
4.621	-3.32752
4.51562	-3.24542
4.4955	-3.22591
4.44062	-3.18167
4.66088	-3.12956
5.25577	-2.36214
5.88119	-0.60235
5.73282	1.9683
4.57824	4.1845
2.43318	5.66955
1.05633	6.15832
1.2053	6.42289
