5.40395 0.0907927
5.40173 0.0908042
5.41151 0.0907331
6.08306 0.0908817
6.1675  0.310097
6.27055 0.866738
6.77876 0.924454
6.73411 0.915573
6.50762 0.887991
6.1672  0.851713
5.8888  0.816706
5.53697 0.773556
5.67038 0.787279
5.59689 0.785204
5.26639 0.745399
4.91864 0.702959
4.34641 0.631373
4.32925 0.627945
4.78457 0.683358
4.81002 0.686217
4.98315 0.87883
5.09885 1.36486
5.09883 1.3592
5.09745 1.35649
5.09799 1.35505
5.09234 1.35753
5.09023 1.35601
5.27054 1.53952
5.3756  1.59591
4.93616 1.47395
4.72054 1.4141
4.71989 1.41387
4.71811 1.41285
4.72265 1.4154
4.64526 1.39368
4.49487 1.35924
4.44614 1.35253
4.4559  1.35289
4.45459 1.35374
4.4532  1.354
4.42091 1.44681
4.31351 1.85282
4.25869 2.20065
4.20209 2.4723
4.11276 2.75415
4.00545 3.0483
3.89003 3.31986
3.91547 3.3006
3.9525  3.25737
3.96392 3.24321
3.97537 3.228
4.02568 3.15406
4.01051 3.14146
4.01051 3.13297
4.03759 3.09438
4.11246 3.00238
4.10815 3.00619
4.10612 3.00709
4.08386 2.99
4.01151 2.93043
3.99876 2.91733
4.00178 2.91688
4.00448 2.9166
3.87444 3.09136
4.27782 2.49971
4.45211 2.17592
4.52032 2.03119
4.53617 1.99773
4.62494 1.97877
4.72474 1.86573
4.75782 1.81691
4.77613 1.7733
4.86798 1.45717
4.93804 1.19004
4.97698 0.985931
5.0031  0.811196
5.01786 0.692435
5.02868 0.556084
5.03543 0.433124
5.04206 0.307932
5.04284 0.149349
5.04041 0.00443875
5.03446 -0.125344
5.21642 -0.390095
5.14977 -0.899009
5.53931 -0.106746
5.51108 0.358699
4.75198 0.314372
4.56362 0.300326
4.49853 0.296612
4.48613 0.0558853
4.45965 -0.412311
4.36975 -0.698839
4.47161 -0.402259
4.43861 -0.726892
4.35544 -0.996891
4.28691 -1.19138
4.22194 -1.3619
4.14417 -1.54398
4.0457  -1.73061
3.92064 -1.90389
3.96762 -1.84776
4.15518 -1.71069
4.24937 -1.69084
4.43119 -1.71679
5.28151 -1.10013
5.20663 0.244381
4.60693 2.17942
4.59111 2.21019
4.58966 2.35982
4.52551 2.62155
4.52398 2.62048
4.44851 2.90169
4.33931 2.8222
4.19932 2.73652
4.18418 2.72577
4.18335 2.72635
4.17158 2.80829
4.09193 3.02669
4.04016 2.99038
3.98265 2.96768
4.01503 2.98426
4.03646 3.00161
3.94365 2.93447
3.92315 2.90919
3.83013 2.9908
3.93352 3.05669
3.97725 3.05616
3.84782 2.95798
3.9703  2.63929
3.94903 2.59687
3.9916  2.51094
4.01509 2.45255
4.03078 2.40002
4.03879 2.36111
4.06561 2.31064
4.06351 2.28438
4.05791 2.26577
4.07982 2.21869
4.14943 2.13835
4.16195 2.09474
4.29063 1.8168
4.43358 1.45876
4.49534 1.24012
4.54303 1.05389
4.5683  0.939896
4.59922 0.769057
4.61447 0.674335
4.74616 0.694109
5.06642 0.763039
5.07295 0.821676
4.47973 0.726977
4.47531 0.725745
4.46442 1.06042
4.21826 2.01866
4.19947 2.15636
4.0334  2.54858
3.8561  2.95392
3.28265 3.68678
3.39259 3.58397
3.39193 3.58428
3.39082 3.58343
3.38957 3.58363
3.39125 3.58054
3.79383 3.15031
3.78958 3.15595
3.78679 3.1589
3.78836 3.15669
3.78753 3.15496
3.78838 3.15393
3.78355 3.15536
3.74871 3.12147
3.65141 3.04289
3.71227 2.94654
3.83779 2.73654
3.90267 2.56632
3.93584 2.40615
4.00577 2.22875
4.07156 2.03092
4.10695 1.87961
4.09935 1.62233
4.0656  1.42369
3.99968 1.22804
3.93472 0.981868
3.85529 0.832971
3.86096 0.675462
3.84771 0.667241
4.20948 0.736138
4.59586 0.804506
4.78862 0.834398
4.78287 0.863067
4.5128  1.8559
4.40723 2.09332
4.08375 2.73126
4.0925  2.72093
4.06739 2.69918
3.9575  2.62152
3.85896 2.55435
3.98172 2.4132
4.11935 2.02694
4.18916 1.59146
4.16056 1.25044
4.15177 1.12458
4.24673 1.15215
4.61452 1.25047
4.78628 1.2973
4.8037  1.30136
4.78229 1.29572
4.78205 1.29494
4.77688 1.29365
4.78238 1.29508
5.23906 1.32654
5.53509 1.38112
5.7819  1.44936
5.94393 1.49446
5.97274 1.50443
6.2977  1.89759
6.31265 2.63073
5.6488  3.3511
4.80685 4.68563
3.47288 5.85253
1.78709 6.56448
0.259134  6.83443
-1.77257  6.54923
-1.8007 6.45408
-1.80051  6.45301
-1.71809  6.1638
-1.77391  6.36719
-1.83276  6.58065
-1.78545  6.42667
-1.63488  6.00835
-1.50635  5.63062
-1.44427  5.39475
-1.44306  5.38895
-1.51177  5.65374
-1.61834  6.0267
-1.56526  5.822
-1.532  5.68987
-1.62884  6.04454
-1.6246 6.03174
-1.60872  5.96604
-1.5528 5.76473
-1.46143  5.43068
-1.54205  5.75517
-1.62492  6.04219
-1.71323  6.36975
-1.70408  6.33427
-1.70889  6.35221
-1.80136  6.69383
-1.82737  6.78911
-1.75128  6.556
-1.64098  6.26897
-1.51164  5.87926
-1.36388  5.43959
-1.3753 5.42214
-1.3375 5.6082
-1.28654  5.39013
-1.19851  5.04682
-1.09832  4.64193
-0.897388 3.78364
-0.934861 3.99069
-0.959314 4.10165
-0.897326 4.23087
-0.938747 4.41451
-0.949029 4.46019
-0.926288 4.37475
-0.89488  4.2449
-0.967585 4.58167
-0.920681 4.74079
-0.00549452 4.79145
1.52592 4.33714
3.25126 3.23375
4.35787 1.42162
4.58049 -0.198824
4.7808  -0.251836
5.13298 -0.425229
5.8599  -0.293336
5.94072 1.0599
6.18437 1.12788
6.20008 1.12957
6.60962 1.20351
6.86825 1.25117
6.97169 1.26953
6.98538 1.27171
6.86156 1.85731
5.53066 4.46843
2.39072 6.69622
-1.08121  7.0275
-0.277666 7.10454
-0.233257 7.11866
-0.219632 6.8443
-0.191839 6.59138
-0.149169 6.22274
-0.100637 5.87075
-0.0216555  5.59675
-0.0190434  5.6443
0.0126326 5.79771
0.0247928 5.62016
0.0337939 5.27701
0.0318106 4.85171
0.0294865 4.10839
0.0335973 3.90889
0.0313801 3.9529
0.0707721 4.34416
0.395475  4.957
0.538106  4.81586
2.07373 4.2834
3.9814  2.60791
5.00833 0.77832
5.52668 0.0867397
6.17107 0.0112629
6.74663 0.0499805
6.79148 1.10313
